player,team,team_country,position,primary_position,age,club,games,games_starts,minutes,goals,assists,shots,shots_on_target,interceptions,tackles_won,goals_per90_calc,assists_per90_calc,shots_per90_calc,shots_on_target_per90_calc,interceptions_per90_calc,tackles_won_per90_calc,goal_contribution_per90,player_rating_100,player_cluster
Derrick Luckassen,Ghana,Ghana,DF,DF,30,Unknown Club,2,2,180.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,9.611792394401093,2.0
Esmir Bajraktarevic,Bosnia–Herz,Bosnia and Herzegovina,MF,MF,21,PSV,4,2,230.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,1.1739130434782608,0.782608695652174,1.1739130434782608,0.0,0.0,9.53471386836226,2.0
Nestory Irankunda,Australia,Australia,"FW,MF",MF,20,Watford,4,3,261.0,1.0,0.0,6.0,2.0,1.0,0.0,0.3448275862068965,0.0,2.0689655172413794,0.689655172413793,0.3448275862068965,0.0,0.3448275862068965,9.427432748272329,2.0
Oscar Bobb,Norway,Norway,FW,FW,22,Fulham,6,1,225.0,0.0,0.0,4.0,2.0,3.0,3.0,0.0,0.0,1.6,0.8,1.2000000000000002,1.2000000000000002,0.0,9.40096618357488,0.0
William Saliba,France,France,DF,DF,25,Arsenal,6,6,479.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.1878914405010438,0.0,1.1273486430062631,0.0,0.0,9.286392104763712,2.0
Omar Marmoush,Egypt,Egypt,"FW,MF",MF,27,Manchester City,5,3,326.0,0.0,0.0,11.0,1.0,2.0,3.0,0.0,0.0,3.03680981595092,0.27607361963190186,0.5521472392638037,0.8282208588957056,0.0,9.201614603054988,2.0
Fabian Rieder,Switzerland,Switzerland,"MF,FW",MF,24,Augsburg,5,3,302.0,0.0,0.0,7.0,2.0,1.0,3.0,0.0,0.0,2.0860927152317883,0.5960264900662252,0.2980132450331126,0.8940397350993378,0.0,9.179982844681952,3.0
Ellyes Skhiri,Tunisia,Tunisia,"MF,DF",DF,31,Frankfurt,3,3,250.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.72,0.36,0.0,8.989370629370628,2.0
Jonathan Tah,Germany,Germany,DF,DF,30,Bayern Munich,4,4,372.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.24193548387096775,0.24193548387096775,0.24193548387096775,0.7258064516129032,0.0,8.971461567885129,2.0
Pau Cubarsí,Spain,Spain,DF,DF,19,Barcelona,8,8,750.0,0.0,0.0,4.0,2.0,4.0,4.0,0.0,0.0,0.48,0.24,0.48,0.48,0.0,8.837685213337386,2.0
Kenan Yıldız,Türkiye,Turkey,MF,MF,21,Juventus,3,2,218.0,0.0,0.0,14.0,1.0,1.0,2.0,0.0,0.0,5.779816513761468,0.41284403669724773,0.41284403669724773,0.8256880733944955,0.0,8.825812201360666,1.0
Lucas Digne,France,France,DF,DF,32,Aston Villa,6,5,463.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.38876889848812096,0.19438444924406048,0.38876889848812096,0.5831533477321814,0.0,8.809389502412321,2.0
Zidane Iqbal,Iraq,Iraq,MF,MF,23,Utrecht,3,2,188.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.4787234042553191,0.9574468085106382,0.0,8.626878440708227,2.0
Ghislain Konan,Côte d'Ivoire,Côte d'Ivoire,DF,DF,30,Gil Vicente FC,3,3,269.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,1.3382899628252787,0.0,0.0,1.003717472118959,0.0,8.52730912210466,2.0
Jefferson Lerma,Colombia,Colombia,MF,MF,31,Crystal Palace,5,5,410.0,0.0,0.0,5.0,1.0,5.0,1.0,0.0,0.0,1.0975609756097562,0.21951219512195122,1.0975609756097562,0.21951219512195122,0.0,8.526963492499018,2.0
Marin Pongračić,Croatia,Croatia,DF,DF,28,Fiorentina,3,3,270.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.33333333333333337,0.0,0.0,1.0,0.0,8.495726495726496,2.0
Jerome Opoku,Ghana,Ghana,DF,DF,27,Başakşehir,3,3,270.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.6666666666666667,0.0,8.40960890960891,2.0
Harry Souttar,Australia,Australia,DF,DF,27,Leicester City,4,4,390.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.9230769230769231,0.0,0.0,8.37853450896929,2.0
Redouane Halhal,Morocco,Morocco,DF,DF,23,Mechelen,2,2,180.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,8.366550116550115,2.0
Philipp Lienhart,Austria,Austria,DF,DF,29,Freiburg,2,2,180.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,8.366550116550115,2.0
Steve Kapuadi,Congo DR,Congo DR,DF,DF,28,Widzew Łódź,2,2,180.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,8.366550116550115,2.0
Marquinhos,Brazil,Brazil,DF,DF,32,PSG,5,5,450.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.4,0.0,0.6000000000000001,0.4,0.0,8.340714840714842,2.0
José Luis Rodríguez,Panama,Panama,"MF,FW",MF,27,FC Juárez,3,3,233.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,1.1587982832618027,0.38626609442060084,0.0,1.1587982832618027,0.0,8.328907517188915,3.0
Sebastián Cáceres,Uruguay,Uruguay,DF,DF,26,América,3,3,270.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.6666666666666667,0.33333333333333337,0.0,8.323491323491323,2.0
Akam Hashim,Iraq,Iraq,DF,DF,27,Unknown Club,3,3,270.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.33333333333333337,0.0,0.6666666666666667,0.33333333333333337,0.0,8.323491323491323,2.0
Mehdi Taremi,IR Iran,Iran,FW,FW,33,Olympiacos,3,3,259.0,0.0,0.0,5.0,2.0,2.0,2.0,0.0,0.0,1.7374517374517373,0.694980694980695,0.694980694980695,0.694980694980695,0.0,8.166862514688601,2.0
César Montes,Mexico,Mexico,DF,DF,29,Loko Moscow,4,4,314.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.28662420382165604,0.28662420382165604,0.5732484076433121,0.28662420382165604,0.0,8.119479523522724,2.0
Brian Gutiérrez,Mexico,Mexico,MF,MF,22,Guadalajara,4,2,198.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,2.7272727272727275,0.0,0.9090909090909092,0.4545454545454546,0.0,8.107296743660381,2.0
Eberechi Eze,England,England,MF,MF,27,Arsenal,5,1,211.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.4265402843601896,2.132701421800948,0.0,0.0,0.0,0.4265402843601896,7.9620853080568725,2.0
Pedro Neto,Portugal,Portugal,MF,MF,26,Chelsea,5,5,350.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2571428571428571,0.2571428571428571,0.0,0.0,0.5142857142857142,0.2571428571428571,7.920879120879121,3.0
Jeremy Doku,Belgium,Belgium,MF,MF,24,Manchester City,5,4,309.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.8737864077669902,0.29126213592233013,0.8737864077669902,0.29126213592233013,0.0,7.886615284251416,2.0
Gustavo Gómez,Paraguay,Paraguay,DF,DF,33,Palmeiras,5,5,480.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.375,0.0,0.375,0.5625,0.0,7.867861305361304,2.0
Marc Guéhi,England,England,DF,DF,25,Manchester City,8,7,663.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.13574660633484165,0.0,0.8144796380090499,0.13574660633484165,0.0,7.8624392199052835,2.0
Djibril Sow,Switzerland,Switzerland,MF,MF,29,Sevilla,4,2,253.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.7114624505928854,0.3557312252964427,0.7114624505928854,0.3557312252964427,0.0,7.539204222483137,2.0
Scott McTominay,Scotland,Scotland,MF,MF,29,Napoli,3,3,270.0,0.0,0.0,8.0,3.0,0.0,2.0,0.0,0.0,2.666666666666667,1.0,0.0,0.6666666666666667,0.0,7.4030719682893595,2.0
Leandro Bacuna,Curaçao,Curaçao,MF,MF,34,Unknown Club,3,3,270.0,0.0,0.0,6.0,1.0,0.0,3.0,0.0,0.0,2.0,0.33333333333333337,0.0,1.0,0.0,7.187538709277839,2.0
Paul Wanner,Austria,Austria,MF,MF,20,PSV,4,2,234.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.38461538461538464,0.0,0.7692307692307693,0.38461538461538464,0.0,6.860020321558784,2.0
Luis Suárez,Colombia,Colombia,FW,FW,28,Sporting CP,5,3,331.0,0.0,1.0,9.0,0.0,0.0,4.0,0.0,0.2719033232628399,2.4471299093655587,0.0,0.0,1.0876132930513596,0.2719033232628399,6.3444108761329305,2.0
Ruben Providence,Haiti,Haiti,MF,MF,24,Almere City,3,3,220.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,1.6363636363636362,0.40909090909090906,0.0,0.8181818181818181,0.0,6.33855275159623,2.0
James Rodríguez,Colombia,Colombia,"FW,MF",MF,34,Minnesota Utd,5,5,313.0,0.0,0.0,6.0,3.0,1.0,1.0,0.0,0.0,1.7252396166134185,0.8626198083067093,0.2875399361022364,0.2875399361022364,0.0,6.33297456814612,3.0
Axel Tuanzebe,Congo DR,Congo DR,DF,DF,28,Burnley,4,4,360.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,6.307206682206681,2.0
John McGinn,Scotland,Scotland,MF,MF,31,Aston Villa,3,3,259.0,1.0,0.0,3.0,1.0,0.0,0.0,0.3474903474903475,0.0,1.0424710424710424,0.3474903474903475,0.0,0.0,0.3474903474903475,6.288959767220638,2.0
Johan Vásquez,Mexico,Mexico,DF,DF,27,Genoa,4,4,360.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.25,0.0,0.5,0.25,0.0,6.242618492618492,2.0
Jackson Irvine,Australia,Australia,MF,MF,33,St Pauli,4,2,223.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.2107623318385652,0.40358744394618834,0.40358744394618834,0.40358744394618834,0.0,6.178803649070757,2.0
Carlos Harvey,Panama,Panama,MF,MF,26,Minnesota Utd,3,3,267.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1.6853932584269664,0.0,0.0,1.0112359550561798,0.0,6.1365600691443385,2.0
Gustavo Velásquez,Paraguay,Paraguay,DF,DF,35,Cerro Porteño,5,2,246.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3658536585365854,0.3658536585365854,0.0,6.12186593893911,2.0
Aiden O'Neill,Australia,Australia,MF,MF,27,NYCFC,4,4,360.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,5.976107226107226,2.0
Abdullah Al-Khaibari,Saudi Arabia,Saudi Arabia,MF,MF,29,Al-Nassr,3,3,180.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,5.976107226107226,2.0
Patrik Schick,Czechia,Czech Republic,FW,FW,30,Leverkusen,3,2,180.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,5.875603864734299,2.0
Ibrahim Maza,Algeria,Algeria,"MF,FW",MF,20,Leverkusen,4,4,351.0,0.0,0.0,11.0,3.0,0.0,2.0,0.0,0.0,2.8205128205128207,0.7692307692307693,0.0,0.5128205128205129,0.0,5.694670744837969,2.0
Ayyoub Bouaddi,Morocco,Morocco,MF,MF,18,Lille,5,5,381.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.7086614173228346,0.0,0.23622047244094488,0.7086614173228346,0.0,5.690307068259823,2.0
Ali Nemati,IR Iran,Iran,DF,DF,30,Foolad,3,3,270.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.6666666666666667,0.0,5.663817663817664,2.0
Jack Hendry,Scotland,Scotland,DF,DF,31,Al-Ettifaq,3,3,270.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,5.663817663817664,2.0
Issa Laye,Qatar,Qatar,"MF,DF",DF,28,Unknown Club,3,3,270.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.0,5.577700077700078,2.0
Sarpreet Singh,New Zealand,New Zealand,MF,MF,27,Wellington,3,3,209.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,1.7224880382775118,0.8612440191387559,0.0,0.43062200956937796,0.0,5.504792690147381,2.0
Moïse Bombito,Canada,Canada,DF,DF,26,Nice,3,2,193.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.46632124352331605,0.46632124352331605,0.46632124352331605,0.0,0.0,5.406930307808884,2.0
Omar Alderete,Paraguay,Paraguay,DF,DF,29,Sunderland,4,4,320.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.28125,0.0,0.5625,0.0,0.0,4.6335227272727275,2.0
Otabek Shukurov,Uzbekistan,Uzbekistan,MF,MF,29,Unknown Club,3,3,237.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.7594936708860759,0.0,0.0,0.7594936708860759,0.0,4.608893216488152,2.0
Tahith Chong,Curaçao,Curaçao,MF,MF,26,Sheffield United,3,3,247.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,1.45748987854251,0.728744939271255,0.3643724696356275,0.0,0.0,4.590661055191948,2.0
Ange-Yoan Bonny,Côte d'Ivoire,Côte d'Ivoire,FW,FW,22,Inter,4,3,234.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.7692307692307693,0.0,4.519695280564846,2.0
Salem Al-Dawsari,Saudi Arabia,Saudi Arabia,MF,MF,34,Al-Hilal,3,3,245.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.1020408163265305,0.0,0.3673469387755102,0.3673469387755102,0.0,4.39060939060939,2.0
Kwasi Sibo,Ghana,Ghana,MF,MF,27,Oviedo,4,3,248.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7258064516129032,0.0,0.0,4.270527859237537,2.0
Yoel Bárcenas,Panama,Panama,MF,MF,32,Mazatlán,3,3,249.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.7228915662650601,0.0,0.7228915662650601,0.0,0.0,4.253377144943409,2.0
Stjepan Radeljić,Bosnia–Herz,Bosnia and Herzegovina,DF,DF,28,Rijeka,2,2,180.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,4.247863247863248,2.0
Hiroki Ito,Japan,Japan,DF,DF,27,Bayern Munich,4,4,360.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,4.247863247863248,2.0
Shogo Taniguchi,Japan,Japan,DF,DF,34,Sint-Truiden,3,2,232.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3879310344827586,0.0,0.0,3.1955329153605008,2.0
Kevin Danso,Austria,Austria,DF,DF,27,Tottenham,4,2,241.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.37344398340248963,0.0,0.0,0.37344398340248963,0.0,3.1726779444621767,2.0
Antoine Semenyo,Ghana,Ghana,"MF,FW",MF,26,Manchester City,4,4,360.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,3.034188034188034,2.0
Ben Gannon-Doak,Scotland,Scotland,MF,MF,20,Bournemouth,3,2,186.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.935483870967742,0.0,0.0,0.4838709677419355,0.0,2.93631100082713,2.0
Vitinha,Portugal,Portugal,MF,MF,26,PSG,5,5,376.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.9574468085106382,0.0,0.4787234042553191,0.0,0.0,2.816731141199226,2.0
Robin Hranáč,Czechia,Czech Republic,DF,DF,26,Hoffenheim,3,3,270.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,2.7457912457912457,2.0
Paik Seung-ho,Korea Republic,Korea Republic,MF,MF,29,Birmingham City,3,3,204.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4411764705882353,0.0,0.0,2.5958110516934045,2.0
Akram Afif,Qatar,Qatar,"FW,MF",MF,29,Unknown Club,3,3,238.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.7563025210084033,0.0,0.0,0.37815126050420167,0.0,2.2947640594699417,2.0
Seol Young-woo,Korea Republic,Korea Republic,MF,MF,27,Red Star,3,3,250.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.72,0.0,0.36,0.0,0.0,2.118181818181818,2.0
Pathé Ciss,Senegal,Senegal,DF,DF,32,Rayo Vallecano,4,1,184.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.9782608695652174,0.4891304347826087,0.0,0.0,0.0,1.642249527410208,2.0
Giuliano Simeone,Argentina,Argentina,FW,FW,23,Atlético Madrid,3,2,192.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.46875,0.0,0.46875,1.40625,0.0,0.0,2.0
Alexander Sørloth,Norway,Norway,FW,FW,30,Atlético Madrid,5,5,337.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.3353115727002969,0.0,0.0,0.26706231454005935,0.0,0.0,2.0
Firas Al-Buraikan,Saudi Arabia,Saudi Arabia,FW,FW,26,Al-Ahli,3,3,238.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.37815126050420167,0.0,0.0,0.0,2.0
Jordan Ayew,Ghana,Ghana,FW,FW,34,Leicester City,4,4,300.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.9,0.0,0.0,2.0
Ali Al Hamadi,Iraq,Iraq,FW,FW,24,Ipswich Town,3,2,180.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0
John Stones,England,England,DF,DF,32,Manchester City,5,3,330.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,2.0
Jarell Quansah,England,England,DF,DF,23,Leverkusen,3,3,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Antonio Rüdiger,Germany,Germany,DF,DF,33,Real Madrid,4,2,262.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.34351145038167935,0.0,0.0,0.0,0.0,0.0,2.0
Josué Casimir,Haiti,Haiti,MF,MF,24,Auxerre,3,2,182.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4945054945054945,0.0,0.0,0.0,0.0,0.0,2.0
Cédric Bakambu,Congo DR,Congo DR,FW,FW,35,Real Betis,3,3,190.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.4210526315789473,0.0,0.0,0.0,0.0,0.0,2.0
Jürgen Locadia,Curaçao,Curaçao,FW,FW,32,Miami FC,3,3,235.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3829787234042553,0.0,0.3829787234042553,0.0,0.0,0.0,2.0
Pavel Šulc,Czechia,Czech Republic,FW,FW,25,Lyon,3,2,189.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.9523809523809523,0.0,0.0,0.9523809523809523,0.0,0.0,2.0
Ricardo Pepi,United States,United States,FW,FW,23,PSV,5,2,204.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,2.2058823529411766,0.0,0.4411764705882353,0.4411764705882353,0.0,0.0,2.0
