player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,goals_per90_calc,assists_per90_calc,shots_per90_calc,shots_on_target_per90_calc,interceptions_per90_calc,tackles_won_per90_calc,fouls_per90_calc,crosses_per90_calc,goal_contribution_per90,primary_position,player_cluster
Boualem Khoukhi,Qatar,Qatar,DF,35,1990,Unknown Club,3,3,270.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,3.0,1.0,33.3,1.0,0.33,0.33,1.0,90.0,100.0,90.0,3,0,0.0,0,0.33,2.0,10.0,-8.0,-2.67,0.0,0.0,2.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,1.0,0.33333333333333337,1.0,1.0,0.6666666666666667,0.6666666666666667,0.33333333333333337,DF,2
Edmilson Junior,Qatar,Qatar,"MF,FW",31,1994,Unknown Club,3,3,210.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.43,3.0,2.0,66.7,1.29,0.86,0.0,0.0,70.0,77.8,70.0,0,0,0.0,0,0.33,1.0,6.0,-5.0,-2.14,2.36,0.0,4.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714286,1.2857142857142856,0.8571428571428572,0.0,0.4285714285714286,1.7142857142857144,1.7142857142857144,0.4285714285714286,MF,3
Issa Laye,Qatar,Qatar,"MF,DF",28,1997,Unknown Club,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,90.0,100.0,90.0,3,0,0.0,0,0.33,2.0,10.0,-8.0,-2.67,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.0,0.0,0.0,DF,2
Ró-Ró,Qatar,Qatar,DF,35,1990,Unknown Club,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.0,0.33,0.0,0.0,90.0,100.0,90.0,3,0,0.0,0,0.33,2.0,10.0,-8.0,-2.67,0.0,0.0,1.0,7.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33333333333333337,1.0,1.3333333333333335,0.33333333333333337,0.6666666666666667,0.0,DF,0
Abdulelah Al-Amri,Saudi Arabia,Saudi Arabia,DF,29,1997,Unknown Club,3,3,239.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.38,0.0,0.38,0.38,0.38,4.0,2.0,50.0,1.51,0.75,0.25,0.5,80.0,88.5,80.0,2,0,0.0,0,0.67,1.0,5.0,-4.0,-1.51,-1.51,0.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37656903765690375,0.0,1.506276150627615,0.7531380753138075,1.506276150627615,0.7531380753138075,0.37656903765690375,0.37656903765690375,0.37656903765690375,DF,2
Abdullah Al-Khaibari,Saudi Arabia,Saudi Arabia,MF,29,1996,Al-Nassr,3,3,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,60.0,66.7,60.0,1,0,0.0,0,0.67,1.0,4.0,-3.0,-1.5,-0.5,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,MF,2
Firas Al-Buraikan,Saudi Arabia,Saudi Arabia,FW,26,2000,Al-Ahli,3,3,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,88.1,79.0,1,0,0.0,0,0.67,1.0,5.0,-4.0,-1.51,-1.51,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37815126050420167,0.0,0.7563025210084033,0.0,0.0,FW,2
Hassan Al Tambakti,Saudi Arabia,Saudi Arabia,DF,27,1999,Al-Hilal,3,3,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,78.5,71.0,2,0,0.0,0,0.67,1.0,5.0,-4.0,-1.7,-1.7,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2735849056603774,1.2735849056603774,0.0,0.0,0.0,DF,0
Mohamed Kanno,Saudi Arabia,Saudi Arabia,MF,31,1994,Al-Hilal,3,2,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,66.7,1.2,0.8,0.0,0.0,75.0,83.3,90.0,2,1,45.0,0,0.67,1.0,2.0,-1.0,-0.4,5.6,0.0,5.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,0.8,0.8,1.6,2.0,0.0,0.0,MF,0
Moteb Al-Harbi,Saudi Arabia,Saudi Arabia,DF,26,2000,Al-Hilal,3,2,188.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,69.6,90.0,1,1,9.0,0,0.67,1.0,5.0,-4.0,-1.91,-1.91,0.0,0.0,4.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9148936170212765,0.4787234042553191,0.0,0.4787234042553191,0.0,DF,0
Nasser Al-Dawsari,Saudi Arabia,Saudi Arabia,MF,27,1998,Al-Hilal,3,2,207.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.43,0.0,0.0,0.0,69.0,76.7,90.0,1,1,28.0,0,0.67,0.0,5.0,-5.0,-2.17,-3.6,0.0,7.0,2.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43478260869565216,0.0,1.7391304347826086,1.7391304347826086,3.043478260869565,0.43478260869565216,0.0,MF,0
Salem Al-Dawsari,Saudi Arabia,Saudi Arabia,MF,34,1991,Al-Hilal,3,3,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.1,0.0,0.0,0.0,82.0,90.7,82.0,2,0,0.0,0,0.67,1.0,5.0,-4.0,-1.47,-1.47,0.0,3.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1020408163265305,0.0,0.3673469387755102,0.3673469387755102,1.1020408163265305,1.1020408163265305,0.0,MF,2
Saud Abdulhamid,Saudi Arabia,Saudi Arabia,DF,26,1999,Lens,3,3,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.67,0.0,0.0,0.0,90.0,99.6,90.0,2,0,0.0,0,0.67,1.0,5.0,-4.0,-1.34,-1.34,0.0,4.0,2.0,0.0,5.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6691449814126393,0.0,0.6691449814126393,3.011152416356877,1.3382899628252787,1.6728624535315986,0.0,DF,0
Andy Robertson,Scotland,Scotland,DF,32,1994,Liverpool,3,3,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,83.3,75.0,2,0,0.0,0,1.0,1.0,3.0,-2.0,-0.8,1.2,0.0,3.0,1.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,1.2000000000000002,4.0,0.0,DF,2
Ben Gannon-Doak,Scotland,Scotland,MF,20,2005,Bournemouth,3,2,186.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.94,0.0,0.0,0.0,62.0,68.9,78.0,0,1,31.0,0,1.0,1.0,3.0,-2.0,-0.97,0.1,0.0,3.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.935483870967742,0.0,0.0,0.4838709677419355,1.4516129032258065,2.903225806451613,0.0,MF,2
Grant Hanley,Scotland,Scotland,DF,34,1991,Hibernian,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,66.7,90.0,2,0,0.0,1,1.5,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,DF,2
Jack Hendry,Scotland,Scotland,DF,31,1995,Al-Ettifaq,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,100.0,90.0,3,0,0.0,0,1.0,1.0,4.0,-3.0,-1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.33333333333333337,0.0,0.0,DF,2
John McGinn,Scotland,Scotland,MF,31,1994,Aston Villa,3,3,259.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35,3.0,1.0,33.3,1.04,0.35,0.33,1.0,86.0,95.9,86.0,0,0,0.0,0,1.0,1.0,4.0,-3.0,-1.04,-1.04,0.0,2.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3474903474903475,0.0,1.0424710424710424,0.3474903474903475,0.0,0.0,0.694980694980695,3.4749034749034746,0.3474903474903475,MF,2
Lewis Ferguson,Scotland,Scotland,MF,26,1999,Bologna,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.67,0.33,0.0,0.0,90.0,100.0,90.0,3,0,0.0,0,1.0,1.0,4.0,-3.0,-1.0,0.0,0.0,5.0,10.0,0.0,9.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.33333333333333337,1.3333333333333335,2.3333333333333335,1.6666666666666665,3.0,0.0,MF,0
Nathan Patterson,Scotland,Scotland,DF,24,2001,Everton,3,2,185.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,68.5,85.0,0,1,16.0,0,1.0,0.0,4.0,-4.0,-1.95,-3.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4594594594594597,0.972972972972973,0.972972972972973,0.4864864864864865,0.0,DF,0
Scott McTominay,Scotland,Scotland,MF,29,1996,Napoli,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,37.5,2.67,1.0,0.0,0.0,90.0,100.0,90.0,3,0,0.0,0,1.0,1.0,4.0,-3.0,-1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.666666666666667,1.0,0.0,0.6666666666666667,1.0,0.0,0.0,MF,2
Idrissa Gueye,Senegal,Senegal,MF,36,1989,Everton,4,4,361.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,1.25,0.25,0.0,0.0,90.0,92.6,90.0,2,0,0.0,0,0.75,9.0,7.0,2.0,0.5,3.6,0.0,2.0,2.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2465373961218835,0.24930747922437674,0.4986149584487535,0.997229916897507,0.4986149584487535,0.24930747922437674,0.0,MF,2
Ismail Jakobs,Senegal,Senegal,DF,26,1999,Galatasaray,3,2,219.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.41,0.0,0.0,0.0,73.0,56.2,91.0,1,1,37.0,1,1.0,8.0,3.0,5.0,2.05,4.16,0.0,2.0,0.0,0.0,18.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.410958904109589,0.0,0.821917808219178,0.821917808219178,0.821917808219178,7.397260273972602,0.0,DF,3
Ismaila Sarr,Senegal,Senegal,"MF,FW",28,1998,Crystal Palace,4,4,364.0,4.0,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.99,0.25,1.24,0.99,1.24,17.0,6.0,35.3,4.2,1.48,0.24,0.67,91.0,93.3,91.0,2,0,0.0,0,0.75,8.0,7.0,1.0,0.25,0.25,0.0,1.0,9.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.989010989010989,0.24725274725274726,4.2032967032967035,1.4835164835164836,0.4945054945054945,0.24725274725274726,0.24725274725274726,0.4945054945054945,1.2362637362637363,MF,1
Krépin Diatta,Senegal,Senegal,DF,27,1999,Monaco,4,4,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23,0.0,0.0,0.0,98.0,100.0,98.0,4,0,0.0,0,0.75,10.0,9.0,1.0,0.23,0.0,0.0,4.0,6.0,0.0,12.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.6923076923076923,2.3076923076923075,0.9230769230769231,2.769230769230769,0.0,DF,0
Lamine Camara,Senegal,Senegal,MF,22,2004,Monaco,4,3,248.0,2.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.36,0.36,0.0,0.36,3.0,0.0,0.0,1.09,0.0,0.0,0.0,62.0,63.6,64.0,0,1,55.0,0,0.75,3.0,7.0,-4.0,-1.45,-4.62,0.0,5.0,3.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3629032258064516,1.0887096774193548,0.0,0.7258064516129032,0.3629032258064516,1.814516129032258,2.540322580645161,0.3629032258064516,MF,3
Moussa Niakhaté,Senegal,Senegal,DF,30,1996,Lyon,4,4,390.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,1.0,0.0,0.0,0.23,0.0,0.0,0.0,98.0,100.0,98.0,4,0,0.0,0,0.75,10.0,9.0,1.0,0.23,0.0,0.0,3.0,6.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.0,0.9230769230769231,0.23076923076923078,0.6923076923076923,0.46153846153846156,0.23076923076923078,DF,2
Nicolas Jackson,Senegal,Senegal,FW,24,2001,Bayern Munich,4,2,234.0,2.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.0,0.38,7.0,3.0,42.9,2.69,1.15,0.0,0.0,59.0,60.0,86.0,1,2,31.0,0,0.75,5.0,6.0,-1.0,-0.38,-1.54,0.0,2.0,0.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,2.6923076923076925,1.1538461538461537,0.38461538461538464,0.7692307692307693,0.7692307692307693,0.38461538461538464,0.38461538461538464,FW,1
Pape Gueye,Senegal,Senegal,MF,27,1999,Villarreal,4,3,234.0,2.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.77,0.38,1.15,0.77,1.15,8.0,3.0,37.5,3.08,1.15,0.25,0.67,59.0,60.0,67.0,0,1,34.0,0,0.75,6.0,4.0,2.0,0.77,1.35,0.0,4.0,2.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.38461538461538464,3.076923076923077,1.1538461538461537,1.5384615384615385,0.38461538461538464,1.5384615384615385,1.1538461538461537,1.153846153846154,MF,1
Pathé Ciss,Senegal,Senegal,DF,32,1994,Rayo Vallecano,4,1,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.98,0.49,0.0,0.0,46.0,47.2,120.0,1,3,21.0,0,0.75,7.0,4.0,3.0,1.47,2.34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782608695652174,0.4891304347826087,0.0,0.0,0.4891304347826087,0.0,0.0,DF,2
Sadio Mané,Senegal,Senegal,"MF,FW",34,1992,Al-Nassr,4,4,362.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,6.0,3.0,50.0,1.49,0.75,0.0,0.0,91.0,92.8,91.0,3,0,0.0,0,0.75,10.0,8.0,2.0,0.5,3.71,0.0,4.0,10.0,3.0,13.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24861878453038672,1.4917127071823204,0.7458563535911602,0.7458563535911602,0.49723756906077343,0.9944751381215469,3.2320441988950277,0.24861878453038672,MF,3
Aubrey Modiba,South Africa,South Africa,DF,30,1995,Sundowns,4,4,346.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,1.3,0.26,0.0,0.0,87.0,96.1,87.0,3,0,0.0,0,1.0,2.0,4.0,-2.0,-0.52,-0.52,0.0,4.0,6.0,2.0,11.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.300578034682081,0.26011560693641617,1.0404624277456647,1.300578034682081,1.0404624277456647,2.8612716763005777,0.0,DF,0
Evidence Makgopa,South Africa,South Africa,FW,26,2000,Orlando Pirates,4,2,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,75.0,1.67,1.26,0.0,0.0,54.0,59.7,88.0,1,2,20.0,0,1.0,2.0,0.0,2.0,0.84,3.32,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6744186046511627,1.255813953488372,0.41860465116279066,0.41860465116279066,0.41860465116279066,0.0,0.0,FW,2
Ime Okon,South Africa,South Africa,DF,22,2004,Hannover 96,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,90.0,100.0,90.0,4,0,0.0,0,1.0,2.0,4.0,-2.0,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.25,0.5,0.25,0.0,0.0,DF,2
Khuliso Mudau,South Africa,South Africa,DF,31,1995,Sundowns,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,100.0,90.0,4,0,0.0,0,1.0,2.0,4.0,-2.0,-0.5,0.0,0.0,4.0,10.0,1.0,3.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,2.0,1.0,0.75,0.0,DF,0
Mbekezeli Mbokazi,South Africa,South Africa,DF,20,2005,Chicago Fire,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,1.0,0.25,0.0,0.0,90.0,100.0,90.0,4,0,0.0,0,1.0,2.0,4.0,-2.0,-0.5,0.0,0.0,3.0,5.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,1.25,0.75,0.75,0.0,DF,0
Oswin Appollis,South Africa,South Africa,"MF,FW",24,2001,Orlando Pirates,4,3,255.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,1.41,0.35,0.0,0.0,64.0,70.8,80.0,2,1,14.0,0,1.0,1.0,2.0,-1.0,-0.35,0.5,0.0,1.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4117647058823528,0.3529411764705882,0.3529411764705882,1.0588235294117647,0.3529411764705882,2.8235294117647056,0.0,MF,2
Sphephelo Sithole,South Africa,South Africa,MF,27,1999,Tondela,3,3,229.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,63.6,76.0,2,0,0.0,0,1.0,1.0,2.0,-1.0,-0.39,0.29,0.0,5.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.965065502183406,1.965065502183406,1.965065502183406,0.0,0.0,MF,0
Teboho Mokoena,South Africa,South Africa,MF,29,1997,Sundowns,3,3,270.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.33,0.0,0.33,0.0,0.0,4.0,2.0,50.0,1.33,0.67,0.0,0.0,90.0,75.0,90.0,3,0,0.0,0,0.33,1.0,4.0,-3.0,-1.0,-2.0,0.0,3.0,6.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,1.3333333333333335,0.6666666666666667,1.6666666666666665,1.0,1.0,1.6666666666666665,0.33333333333333337,MF,0
